SCHUL_KND_SC_NM,ORG_RDNMA,ORG_RDNDA
중학교,서울특별시 강남구 영동대로 101,/ 개원중학교 (개포동/개원중학교)
초등학교,서울특별시 서초구 태봉로,59
초등학교,서울특별시 강남구 선릉로115길 42,/ 서울학동초등학교 (논현동)
초등학교,서울특별시 강남구 개포로22길 87,/ 서울포이초등학교 (개포동/포이초등학교)
초등학교,서울특별시 강남구 압구정로71길 9,(청담동/청담초등학교)
초등학교,서울특별시 서초구 신반포로16길 15-25,(반포동/ 잠원초등학교)
초등학교,서울특별시 강남구 영동대로4길 20,(일원동/일원초등학교)
초등학교,서울특별시 서초구 방배천로4길 23,서울이수초등학교 (방배동/이수초등학교)
초등학교,서울특별시 서초구 사평대로45길 26,(반포동/서울원촌초등학교)
초등학교,서울특별시 서초구 고무래로 90-6,(서초동/원명초등학교)
초등학교,서울특별시 서초구 바우뫼로7길 38,(우면동/우암초등학교)
초등학교,서울특별시 강남구 광평로31길 74,(수서동/왕북초등학교)
초등학교,서울특별시 강남구 일원로 21,(일원동/영희초등학교)
초등학교,서울특별시 강남구 강남대로66길 21,(역삼동/역삼초등학교)
초등학교,서울특별시 강남구 남부순환로363길 19,(도곡동/언주초등학교)
초등학교,서울특별시 강남구 삼성로135길 42,(청담동/언북초등학교)
초등학교,서울특별시 서초구 헌릉로8길 42,(내곡동)
초등학교,서울특별시 강남구 개포로 513,/ 서울양전초등학교
초등학교,서울특별시 서초구 바우뫼로18길 14,(양재동/양재초등학교)
초등학교,서울특별시 강남구 압구정로39길 29,(압구정동/압구정초등학교)
초등학교,서울특별시 서초구 남부순환로317길 15,(서초동/서울신중초등학교)
초등학교,서울특별시 서초구 나루터로 15,(잠원동/신동초등학교)
초등학교,서울특별시 강남구 압구정로18길 28,(신사동/신구초등학교)
초등학교,서울특별시 강남구 광평로51길 46,(수서동/수서초등학교)
초등학교,서울특별시 서초구 서운로 178,(서초동/서초초등학교)
초등학교,서울특별시 서초구 남부순환로339길 38,(서초동/서일초등학교)
초등학교,서울특별시 서초구 서운로 35,(서초동/서이초등학교)
초등학교,서울특별시 서초구 고무래로 63,/ 서울서원초등학교 (반포동)
초등학교,서울특별시 서초구 방배로 260,(방배동/서래초등학교)
초등학교,서울특별시 강남구 봉은사로63길 22,(삼성동/삼릉초등학교)
초등학교,서울특별시 강남구 학동로 610,(삼성동/봉은초등학교)
초등학교,서울특별시 서초구 효령로4길 58,(방배동/방현초등학교)
초등학교,서울특별시 서초구 방배로18길 52,(방배동)
초등학교,서울특별시 서초구 방배중앙로13길 26,(방배동/방배초등학교)
초등학교,서울특별시 서초구 신반포로 55-4,/ 서울반포초등학교 (반포동/반포초등학교)
초등학교,서울특별시 서초구 잠원로3길 28,(잠원동/반원초등학교)
초등학교,서울특별시 서초구 언남길 8,(양재동/매헌초등학교)
초등학교,서울특별시 강남구 역삼로 313,(역삼동/도성초등학교)
초등학교,서울특별시 강남구 선릉로64길 33,(대치동/ 도곡초등학교)
초등학교,서울특별시 강남구 역삼로98길 16,(대치동/대현초등학교)
초등학교,서울특별시 강남구 양재천로 363,(대치동/ 대치초등학교)
초등학교,서울특별시 강남구 양재대로55길 28,/ 서울대청초등학교 (일원동)
초등학교,서울특별시 강남구 개포로109길 74,/ 서울대진초등학교 (개포동)
초등학교,서울특별시 강남구 헌릉로618길 8,(세곡동/대왕초등학교)
초등학교,서울특별시 강남구 광평로20길 27,/ 대모초등학교 (일원동/대모초등학교)
초등학교,서울특별시 강남구 선릉로 209,(도곡동/ 서울대도초등학교)
초등학교,서울특별시 강남구 남부순환로 3022,/ 서울대곡초등학교 (대치동/대곡초등학교)
초등학교,서울특별시 강남구 강남대로120길 33,(논현동/논현초등학교)
초등학교,서울특별시 강남구 개포로 263,(개포동/구룡초등학교)
초등학교,서울특별시 강남구 삼성로4길 30,(개포동/ 개포초등학교)
초등학교,서울특별시 강남구 개포로 401,/ 개일초등학교 (개포동/개일초등학교)
초등학교,서울특별시 강남구 선릉로 29,"(개포동,개원초등학교)"
초등학교,서울특별시 서초구 신반포로19길 23,/ 계성초등학교 (반포동)
초등학교,서울특별시 서초구 서초중앙로 96,(서초동/서울교대초등학교)
각종학교(중),서울특별시 강서구 허준로 221-22,(가양동)
중학교,서울특별시 강서구 마곡서1로 16,(마곡동)
중학교,서울특별시 강서구 강서로45길 70,(내발산동/화곡중학교)
중학교,서울특별시 양천구 목동중앙남로 27,/ 영도중학교 (목동/강서고등학교)
중학교,서울특별시 양천구 안양천로 1039,(목동/ 양정고등학교)
중학교,서울특별시 강서구 등촌로13아길 20,신정여자중학교
중학교,서울특별시 양천구 목동동로2길 68,(신정동/봉영여자중학교)
중학교,서울특별시 강서구 강서로47길 34-10,(내발산동)
중학교,서울특별시 강서구 화곡로 403,/ 마포중학교 (전화 02-3663-2587)
중학교,서울특별시 강서구 공항대로 484-12,(등촌동/등촌중학교)
중학교,서울특별시 강서구 강서로45길 91-44,(내발산동/덕원중학교)
중학교,서울특별시 강서구 마곡중앙5로 58,(마곡동)
중학교,서울특별시 강서구 강서로17나길 86,(화곡동/화원중학교)
중학교,서울특별시 양천구 목동서로 31,(목동/서울월촌중학교)
중학교,서울특별시 강서구 양천로67가길 83,(염창동/염창중학교)
중학교,서울특별시 강서구 양천로69길 35,(염창동/염경중학교)
중학교,서울특별시 양천구 지양로7길 32,(신월동/양천중학교)
중학교,서울특별시 양천구 남부순환로 380,(신월동/양서중학교)
중학교,서울특별시 양천구 목동중앙북로 49,(목동/양동중학교)
중학교,서울특별시 양천구 중앙로 319,(신월동)
중학교,서울특별시 양천구 남부순환로29길 35,", 신화중학교 (신월동)"
중학교,서울특별시 양천구 남부순환로29길 25,/ 신월중학교 (신월동)
중학교,서울특별시 양천구 가로공원로55길 19,(신월동/신원중학교)
중학교,서울특별시 양천구 중앙로 206,(신정동/신서중학교)
중학교,서울특별시 양천구 목동중앙로 88,(목동/신목중학교)
중학교,서울특별시 양천구 중앙로29길 109,(신월동/신남중학교)
중학교,서울특별시 강서구 수명로2길 16,(내발산동/수명중학교)
중학교,서울특별시 강서구 남부순환로 121,(공항동/송정중학교)
중학교,서울특별시 강서구 허준로 36,(가양동/성재중학교)
중학교,서울특별시 강서구 금낭화로 210,(방화동/삼정중학교)
중학교,서울특별시 강서구 등촌로51나길 35,(등촌동/백석중학교)
중학교,서울특별시 강서구 개화동로27길 9,(방화동)
중학교,서울특별시 강서구 금낭화로 268,/ 방원중학교 (방화동/방원중학교)
중학교,서울특별시 양천구 목동동로8길 70,(신정동/목일중학교)
중학교,서울특별시 양천구 목동동로 235,(목동/목운초.중학교)
중학교,서울특별시 양천구 목동동로 172,(신정동/목동중학교)
중학교,서울특별시 강서구 화곡로65길 50,(등촌동/등원중학교)
중학교,서울특별시 강서구 공항대로39길 39,(등촌동/등명중학교)
중학교,서울특별시 양천구 신정로 213,/ 금옥중학교 (신정동)
중학교,서울특별시 강서구 방화대로 241,(공항동/공항중학교)
중학교,서울특별시 강서구 양천로59길 31,(가양동)
중학교,서울특별시 양천구 남부순환로 604,(신월동/강신중학교)
초등학교,서울특별시 강서구 화곡로69길 9,(등촌동/유석초등학교)
초등학교,서울특별시 양천구 신정이펜2로 30,(신정동)
초등학교,서울특별시 강서구 까치산로10길 70,(화곡동/서울화일초등학교)
초등학교,서울특별시 강서구 초록마을로 28,화곡동/화곡초등학교
초등학교,서울특별시 강서구 허준로 109,(가양동/탑산초등학교)
초등학교,서울특별시 강서구 방화대로47길 43,서울치현초등학교
초등학교,서울특별시 양천구 신정로11길 74,/ 서울지향초등학교 (신정동/지향초등학교)
초등학교,서울특별시 양천구 목동중앙로3길 30-10,(목동/서울정목초등학교)
초등학교,서울특별시 강서구 방화대로50길 22,(방화동/정곡초등학교)
초등학교,서울특별시 양천구 신정로13가길 30,(신정동)
초등학교,서울특별시 양천구 목동남로 85,서울은정초등학교
초등학교,서울특별시 양천구 목동중앙로 132,(목동/서울월촌초등학교)
초등학교,서울특별시 강서구 월정로 176,(화곡동/월정초등학교)
초등학교,서울특별시 강서구 화곡로 263,(화곡동/우장초등학교)
초등학교,서울특별시 양천구 목동중앙로 70,/ 서울영도초등학교 (목동/서울영도초등학교)
초등학교,서울특별시 강서구 양천로 646-28,(염창동/ 염창초등학교)
초등학교,서울특별시 강서구 양천로73길 17,(염창동/염동초등학교)
초등학교,서울특별시 강서구 양천로69길 49,(염창동/서울염경초등학교)
초등학교,서울특별시 양천구 목동중앙북로16길 57,(목동/서울양화초등학교)
초등학교,서울특별시 강서구 양천로 329,(가양동/양천초등학교)
초등학교,서울특별시 양천구 화곡로 16,(신월동/서울양원초등학교)
초등학교,서울특별시 양천구 목동로11길 30,(신정동/ 서울양목초등학교)
초등학교,서울특별시 양천구 중앙로 204,(신정동/양명초등학교)
초등학교,서울특별시 양천구 오목로23길 24,(신정동)
초등학교,서울특별시 양천구 오목로 101,(신월동/ 서울양강초등학교)
초등학교,서울특별시 강서구 곰달래로31가길 27,(화곡동)
초등학교,서울특별시 강서구 강서로31길 48,(화곡동/신월초등학교)
초등학교,서울특별시 양천구 남부순환로58길 32,(신월동/서울신원초등학교)
초등학교,서울특별시 양천구 목동서로10길 35,(신정동 312-1번지)
초등학교,서울특별시 양천구 신목로5길 11-6,(신정동/서울신목초등학교)
초등학교,서울특별시 양천구 남부순환로83길,/ 44 (신월동)
초등학교,서울특별시 양천구 신정로 292,(신정동/서울신기초등학교)
초등학교,서울특별시 강서구 등촌로13자길 42-14,(화곡동/신곡초등학교)
초등학교,서울특별시 양천구 중앙로55길 72,/ 서울신강초등학교 (신월동/서울신강초등학교)
초등학교,서울특별시 강서구 수명로1길 84,(내발산동)
초등학교,서울특별시 강서구 방화대로34길 2,(방화동/송화초등학교)
초등학교,서울특별시 강서구 공항대로3길 18,(공항동)
초등학교,서울특별시 양천구 목동로8길 19,(목동/서울서정초등학교)
초등학교,서울특별시 강서구 금낭화로 222,/ 서울삼정초등학교 (방화동)
초등학교,서울특별시 강서구 공항대로 491,(등촌동/백석초등학교)
초등학교,서울특별시 강서구 양천로6길 92,(방화동)
초등학교,서울특별시 강서구 강서로45길 113,(내발산동/발산초등학교)
초등학교,서울특별시 양천구 목동중앙로 204,(목동/목원초등학교)
초등학교,서울특별시 양천구 목동동로 235,/ 서울목운초등학교 (목동)
초등학교,서울특별시 양천구 목동동로12길 12,(신정동/서울목동초등학교)
초등학교,서울특별시 강서구 화곡로65길 124,(등촌동/등현초등학교)
초등학교,서울특별시 강서구 등촌로39길 71,(등촌동/등촌초등학교)
초등학교,서울특별시 강서구 화곡로65길 90,/ 서울등원초등학교 (등촌동)
